[ 2025-06-17 18:03:35,963 ] 16 root - INFO - Initiated the data ingestion config
[ 2025-06-17 18:03:39,080 ] 68 root - INFO - Performed train test split on the dataframe
[ 2025-06-17 18:03:39,080 ] 70 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-17 18:03:39,080 ] 78 root - INFO - Exporting train and test file path.
[ 2025-06-17 18:03:39,104 ] 84 root - INFO - Exported train and test file path.
[ 2025-06-17 18:03:39,104 ] 20 root - INFO - Data ingestion completed
[ 2025-06-17 18:03:39,107 ] 24 root - INFO - Initiated the data validation config
[ 2025-06-17 18:03:39,117 ] 37 root - INFO - Required number of columns: 2
[ 2025-06-17 18:03:39,117 ] 38 root - INFO - Dataframe has columns:31
[ 2025-06-17 18:03:39,117 ] 37 root - INFO - Required number of columns: 2
[ 2025-06-17 18:03:39,117 ] 38 root - INFO - Dataframe has columns:31
[ 2025-06-17 18:03:39,185 ] 26 root - INFO - Data Validation completed
